Period,Area,Mission,Category,Indicator,Observation,Lower Confidence Interval (95%),Upper Confidence Interval (95%)
2015,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,376.0,371.3,380.7
2016,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,393.2,387.7,398.7
2017,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,411.4,406.2,416.599999999999
2018,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,429.3,425.1,433.5
2019,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,451.2,446.7,455.7
2020,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,468.8,462.5,475.1
2021,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,467.9,462.7,473.099999999999
2022,W06000010,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,499.2,495.0,503.4
2008,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,346.6,341.0,352.2
2009,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,374.1,368.6,379.6
2010,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,373.1,368.3,377.9
2011,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,352.2,346.4,358.0
2012,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,350.8,346.2,355.4
2013,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,368.4,363.099999999999,373.7
2014,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,394.0,389.4,398.6
2015,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,375.2,370.0,380.4
2016,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,401.5,396.7,406.3
2017,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,404.7,399.7,409.7
2018,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,436.4,431.099999999999,441.7
2019,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,440.3,436.1,444.5
2020,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,447.3,441.5,453.1
2021,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,462.8,458.0,467.6
2022,W06000011,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,503.5,498.8,508.2
2008,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,358.5,350.7,366.3
2009,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,384.6,377.5,391.7
2010,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,383.9,376.0,391.799999999999
2011,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,351.8,346.3,357.3
2012,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,368.6,362.7,374.5
2013,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,375.3,369.3,381.3
2014,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,403.7,398.4,409.0
2015,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,392.8,386.9,398.7
2016,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,402.5,397.9,407.1
2017,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,418.4,413.2,423.599999999999
2018,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,431.4,427.4,435.4
2019,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,459.4,454.299999999999,464.5
2020,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,459.9,455.0,464.799999999999
2021,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,479.1,472.4,485.8
2022,W06000012,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,526.6,521.4,531.8
2008,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,341.5,334.5,348.5
2009,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,353.5,347.0,360.0
2010,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,352.4,345.2,359.599999999999
2011,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,349.9,345.099999999999,354.7
2012,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,350.5,344.5,356.5
2013,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,369.2,363.599999999999,374.8
2014,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,370.9,365.4,376.4
2015,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,371.4,365.099999999999,377.7
2016,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,427.0,420.5,433.5
2017,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,407.0,400.8,413.2
2018,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,435.0,428.4,441.6
2019,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,449.4,443.799999999999,455.0
2020,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,446.5,440.5,452.5
2021,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,471.4,465.5,477.299999999999
2022,W06000013,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,516.0,510.5,521.5
2008,W06000014,Mission 1: closing the gap in median employment and productivity.,"Boosting productivity, pay, jobs and living standards",Gross median weekly pay,362.3,353.1,371.5
